Provincia,Cuenca,Subcuenca,Codigo_cuenca,ID_local,Tipo_geoforma,Clas_prima,Origen_GE,Act_GE,Forma_GE,Estruct_I,Estruct_II,Longitud,Latitud,Area,Largo_total,H_max_total,H_media_total,H_min_total,Pendiente,Orientacion,H_max_parcial,H_media_parcial,H_min_parcial,Img_ba_F,Img_ba_S,Img_ap_S_Bing/Google Earth,Img_ap_S_Desconocido
4,3,19,9,2367,3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-69.4888,-29.7405,1,58.0,5030.0,4994.0,4948.0,20.639,7,5030.0,4994.0,4948.0,3,0,False,True
4,3,19,9,3025,2,9,1.0,2.0,4.0,2.0,2.0,-69.8941,-30.0478,1,114.0,4600.0,4581.0,4564.0,18.359,6,4600.0,4581.0,4564.0,3,0,True,False
4,3,19,9,2713,2,9,1.0,2.0,2.0,1.0,2.0,-69.7432,-29.0264,2,126.0,4180.0,4174.0,4168.0,29.709,6,4180.0,4174.0,4168.0,3,0,True,False
4,3,19,9,3086,2,9,1.0,2.0,4.0,2.0,2.0,-69.9376,-29.2273,1,58.0,4322.0,4290.0,4272.0,19.501,3,4322.0,4290.0,4272.0,3,0,True,False
4,3,19,9,2818,3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-69.7847,-29.3422,1,81.0,4807.0,4794.0,4771.0,15.684,5,4807.0,4794.0,4771.0,3,0,False,True
4,3,19,9,3083,2,9,1.0,2.0,2.0,2.0,2.0,-69.933,-29.2261,1,99.0,4163.0,4154.0,4141.0,23.791,2,4163.0,4154.0,4141.0,3,0,True,False
4,3,19,9,2878,2,9,1.0,2.0,1.0,2.0,2.0,-69.8072,-29.6744,1,354.0,4230.0,4172.0,4130.0,28.895,6,4230.0,4172.0,4130.0,3,0,True,False
4,3,19,9,2942,2,9,1.0,2.0,0.0,1.0,1.0,-69.8451,-29.3347,2,175.0,4600.0,4561.0,4524.0,23.187,3,4600.0,4561.0,4524.0,3,0,True,False
4,3,19,9,2865,2,9,1.0,2.0,4.0,2.0,2.0,-69.8026,-29.5603,1,242.0,4635.0,4595.0,4563.0,16.446,4,4635.0,4595.0,4563.0,3,0,True,False
4,3,19,9,2352,3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-69.4761,-29.602,1,468.0,5683.0,5590.0,5427.0,26.744,7,5683.0,5590.0,5427.0,3,0,False,True
4,3,19,9,2668,3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-69.7247,-29.5052,0,249.0,4967.0,4916.0,4855.0,10.842,6,4967.0,4916.0,4855.0,3,0,False,True
4,3,19,9,2735,2,9,1.0,2.0,2.0,1.0,2.0,-69.7501,-29.2379,1,228.0,4081.0,4038.0,3993.0,26.284,6,4081.0,4038.0,3993.0,3,0,True,False
4,3,19,9,2739,2,9,1.0,2.0,1.0,1.0,1.0,-69.7522,-29.2244,1,332.0,4217.0,4184.0,4155.0,27.316,6,4217.0,4184.0,4155.0,3,0,True,False
4,3,19,9,2333,3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-69.4558,-29.5761,1,481.0,5774.0,5739.0,5705.0,18.772,3,5774.0,5739.0,5705.0,3,0,False,True
